kalfirvach,concepto,pos,categoria,ipa,lengua_origen,raiz_original
amhak,"flagelo ritual, látigo de purificación",noun,Magia Y Mitologia,/ˈam.hak/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ⲙⲁϩ (mah) ""látigo, flagelo"" (Cop) / سَوْط (sawṭ) ""látigo"" (Ar) / कशा (kaśā) ""flagelo"" (Skt)"
fakar,"espejo de visión, scrying mirror",noun,Magia Y Mitologia,/ˈfa.kar/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ⲉⲓⲁⲗ (eial) ""espejo"" (Cop) / تَكَشُّف (takaššuf) ""revelación, scrying"" (Ar) / दर्पण (darpaṇa) ""espejo"" (Skt)"
likōt,anillo de conjuro,noun,Magia Y Mitologia,/li.ˈkoːt/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ⲕⲱϯ (kōti) ""rodear"" (Cop) / خَاتَم (khātam) ""anillo"" (Ar) / वलय (valaya) ""anillo, brazalete"" (Skt)"
felak,rueda talismánica,noun,Magia Y Mitologia,/ˈfe.lak/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ⲕⲁⲕⲗⲉ (kakle) ""rueda"" (Cop) / فَلَك (falak) ""rueda, orbe"" (Ar) / चक्र (cakra) ""rueda, disco"" (Skt)"
sahta,"férula, bastón ritual con núcleo conductor",noun,Magia Y Mitologia,/ˈsah.ta/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ⲙⲁⲧⲟⲩ (matou) ""vara, bastón"" (Cop) / عَصًا (ʿaṣan) ""bastón"" (Ar) / दण्ड (daṇḍa) ""vara, bastón"" (Skt)"
hīnā,"ankh, cruz de la vida, llave dimensional",noun,Magia Y Mitologia,/ˈhiː.naː/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ⲱⲛϧ (ōnh) ""vida"" (Cop) / حَيَاة (ḥayāh) ""vida"" (Ar) / जीव (jīva) ""vida, viviente"" (Skt)"
tareh,ojo (ícono mágico),noun,Magia Y Mitologia,/ˈta.reh/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ⲉⲓⲁⲧ (eiat) ""ojo"" (Cop) / عَيْن (ʿayn) ""ojo (esotérico)"" (Ar) / नेत्र (netra) ""ojo, vista"" (Skt)"
īwīka,"doble etérico, cuerpo energético",noun,Magia Y Mitologia,/ˈiː.wiː.ka/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ⲧⲏⲩ (tēu) ""espíritu"" (Cop) / أَثِير (athīr) ""éter"" (Ar) / आकाश (ākāśa) ""éter, espacio"" (Skt)"
witan,"cuerpo astral, vehículo emocional",noun,Magia Y Mitologia,/ˈwi.tan/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ⲥⲓⲟⲩ (siou) ""estrella"" (Cop) / نَجْمِيّ (najmiyy) ""astral"" (Ar) / तारक (tāraka) ""estrella"" (Skt)"
wēsni,"cuerpo mental, vehículo del pensamiento",noun,Magia Y Mitologia,/ˈweːs.ni/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ⲙⲉⲉⲩⲉ (meeuē) ""mente"" (Cop) / ذِهْن (dhihn) ""mente"" (Ar) / मनस् (manas) ""mente"" (Skt)"
porka,"cuerpo causal, vehículo del karma",noun,Magia Y Mitologia,/ˈpor.ka/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ϣⲟⲣⲡ̅ (šorp) ""causa primera"" (Cop) / سَبَب (sabab) ""causa"" (Ar) / कारण (kāraṇa) ""causa"" (Skt)"
kitō,"kosha, envoltura de conciencia",noun,Magia Y Mitologia,/ki.ˈtoː/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ⲕⲱⲧⲉ (kōte) ""rodear, envolver"" (Cop) / غِشَاء (ghishā') ""cubierta"" (Ar) / कोश (kośa) ""vaina, kosha"" (Skt)"
hānta,"nadi, canal sutil",noun,Magia Y Mitologia,/ˈhaːn.ta/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ⲙⲟⲩⲧ (mout) ""vena, sinew"" (Cop) / قَنَاة (qanāh) ""canal"" (Ar) / नाडी (nāḍī) ""nadi, canal"" (Skt)"
marwā,"chakra, centro energético",noun,Magia Y Mitologia,/mar.ˈwaː/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ⲥⲟⲣⲡ̅ (sorp) ""girar"" (Cop) / دُوَام (dawām) ""vórtico"" (Ar) / चक्र (cakra) ""rueda, chakra"" (Skt)"
repfī,"respiración sutil, prāṇa",noun,Magia Y Mitologia,/rep.ˈfiː/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ⲛⲓϥⲉ (nife) ""aliento"" (Cop) / نَسِيم (nasīm) ""brisa sutil"" (Ar) / प्राण (prāṇa) ""aliento vital"" (Skt)"
salbē,"pulso, latido energético",noun,Magia Y Mitologia,/sal.ˈbeː/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ⲥⲏ (sē) ""golpe, pulso"" (Cop) / نَبْض (nabḍ) ""pulso"" (Ar) / ताल (tāla) ""ritmo, pulso"" (Skt)"
līsdī,"diksha, transmisión directa de maestro a estudiante",noun,Magia Y Mitologia,/ˈliːs.diː/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ⲥⲃⲱ (sbō) ""enseñanza"" (Cop) / تَلْقِين (talqīn) ""impartación"" (Ar) / दीक्षा (dīkṣā) ""diksha"" (Skt)"
pokot,juramento ritual,noun,Magia Y Mitologia,/ˈpo.kot/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ⲱⲣⲕ (ork) ""juramento"" (Cop) / قَسَم (qasam) ""juramento"" (Ar) / शपथ (śapatha) ""juramento, voto"" (Skt)"
ātsīk,pacto (entre fuerzas),noun,Magia Y Mitologia,/ˈaːt.siːk/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ⲥⲱⲟⲩ (sōou) ""reunir"" (Cop) / مِيثَاق (mīthāq) ""pacto"" (Ar) / व्रत (vrata) ""pacto religioso"" (Skt)"
tisri,"forja ritual, crafting de artefactos mágicos",noun,Magia Y Mitologia,/ˈtis.ri/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ⲧⲁⲙⲓⲟ (tamio) ""crear, manufacturar"" (Cop) / صَنْعَة (ṣanʿah) ""artesanía"" (Ar) / निर्माण (nirmāṇa) ""creación"" (Skt)"
lamki,trazado mágico (en aire/arena),noun,Magia Y Mitologia,/ˈlam.ki/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ⲥϩⲁⲓ (shai) ""escribir, dibujar"" (Cop) / رَسْم (rasm) ""dibujo, trazo"" (Ar) / लेख (lekha) ""trazo, línea"" (Skt)"
wōnas,"proyección de aliento, exhalar intención",noun,Magia Y Mitologia,/ˈwoː.nas/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ⲥⲧⲱⲟⲩ (stōou) ""soplar"" (Cop) / نَفْث (nafth) ""soplido mágico"" (Ar) / उच्छ्वास (ucchvāsa) ""exhalación"" (Skt)"
konūm,"quietud, inmovilidad contemplativa",noun,Magia Y Mitologia,/ko.ˈnuːm/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ⲙⲧⲟⲛ (mton) ""reposo"" (Cop) / سُكُون (sukūn) ""quietud"" (Ar) / शान्त (śānta) ""calma, quietud"" (Skt)"
mahit,"trance, estado alterado de conciencia",noun,Magia Y Mitologia,/ˈma.hit/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ⲛⲕⲟⲧⲕ (nkotk) ""dormir"" (Cop) / غَيْبُوبَة (ghaybūbah) ""trance"" (Ar) / समाधि (samādhi) ""trance, absorción"" (Skt)"
harsu,"sueño lúcido, ensueño consciente",noun,Magia Y Mitologia,/ˈhar.su/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ⲣⲁⲥⲟⲩ (rasou) ""sueño"" (Cop) / حُلْم (ḥulm) ""sueño"" (Ar) / स्वप्न (svapna) ""sueño"" (Skt)"
niwir,"theoria, visión directa de realidades sutiles",noun,Magia Y Mitologia,/ˈni.wir/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ⲛⲁⲩ (nau) ""ver"" (Cop) / رُؤْيَا (ru'ya) ""visión"" (Ar) / दर्शन (darśana) ""visión, darśan"" (Skt)"
dinwa,"claridad perceptual, nitidez de percepción",noun,Magia Y Mitologia,/ˈdin.wa/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ⲟⲩⲟⲉⲓⲛ (ouoein) ""luz"" (Cop) / صَفَاء (ṣafā') ""claridad"" (Ar) / विशद (viśada) ""claro, puro"" (Skt)"
makah,silencio sagrado,noun,Magia Y Mitologia,/ˈma.kah/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ⲕⲁⲣⲱⲟⲩ (karōou) ""callar"" (Cop) / سَكِينَة (sakīnah) ""quietud sagrada"" (Ar) / मौन (mauna) ""silencio sagrado"" (Skt)"
puhso,"presencia, estar aquí y ahora",noun,Magia Y Mitologia,/ˈpuh.so/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ϣⲟⲡ (šop) ""estar presente"" (Cop) / حُضُور (ḥuḍūr) ""presencia"" (Ar) / स्थिति (sthiti) ""estar, presencia"" (Skt)"
wahis,"conciencia testigo, awareness",noun,Magia Y Mitologia,/ˈwa.his/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ⲥⲟⲩⲛ (soun) ""saber, percibir"" (Cop) / وَعْي (wa'y) ""conciencia"" (Ar) / साक्षिन् (sākṣin) ""testigo"" (Skt)"
bōtkā,"atención, dirección de la conciencia",noun,Magia Y Mitologia,/ˈboːt.kaː/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ⲥⲱⲧⲙ (sōtm) ""atender"" (Cop) / اِنْتِبَاه (intibāh) ""atención"" (Ar) / एकाग्र (ekāgra) ""atención unipuntual"" (Skt)"
eraha,"esfinge, ser liminal guardián de umbrales",noun,Magia Y Mitologia,/e.ˈra.ha/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ⲁⲣⲉϩ (areh) ""guardar"" (Cop) / حَارِس (ḥāris) ""guardián"" (Ar) / द्वारपाल (dvārapāla) ""guardián de puerta"" (Skt)"
nihār,"fénix, ciclo de combustión y renovación",noun,Magia Y Mitologia,/ni.ˈhaːr/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ⲃⲉⲛⲛⲟⲩ (bennou) ""fénix"" (Cop) / عَنْقَاء (ʿanqā') ""fénix"" (Ar) / चिरायु (cirāyu) ""inmortal"" (Skt)"
inti,"drake, dragón telúrico, memoria de la tierra",noun,Magia Y Mitologia,/ˈin.ti/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ⲛⲟⲩⲛ (noun) ""abismo"" (Cop) / تِنِّين (tinnīn) ""dragón"" (Ar) / नाग (nāga) ""nāga"" (Skt)"
adiri,"basilisco, entidad de mirada paralizante",noun,Magia Y Mitologia,/a.ˈdi.ri/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ⲉⲓⲁⲧ (eiat) ""ojo"" (Cop) / بَصَر (baṣar) ""mirada"" (Ar) / दृष्टि (dṛṣṭi) ""mirada"" (Skt)"
minsū,"grifo, guardián de tesoros",noun,Magia Y Mitologia,/min.ˈsuː/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ⲙⲟⲩⲓ (moui) ""león"" (Cop) / نَسْر (nasr) ""águila"" (Ar) / गरुड (garuḍa) ""garuḍa"" (Skt)"
hīnīk,"golém, forma animada por palabra y barro",noun,Magia Y Mitologia,/ˈhiː.niːk/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ⲕⲁϩ (kah) ""barro"" (Cop) / طِين (ṭīn) ""arcilla"" (Ar) / पिण्ड (piṇḍa) ""masa, bola de arcilla"" (Skt)"
rimak,"homúnculo, ser artificial en matriz",noun,Magia Y Mitologia,/ˈri.mak/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ϣⲏⲣⲉ (šēre) ""pequeño"" (Cop) / جَنِين (janīn) ""embrión"" (Ar) / कृत्रिम (kṛtrima) ""artificial"" (Skt)"
tarwa,"sátiro, fauno, conciencia silvestre extática",noun,Magia Y Mitologia,/ˈtar.wa/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ⲧⲱⲟⲩ (tōou) ""monte, lugar salvaje"" (Cop) / طَرَب (ṭarab) ""éxtasis musical"" (Ar) / गन्धर्व (gandharva) ""espíritu musical celeste"" (Skt)"
fapit,"ancestro, espíritu del linaje",noun,Magia Y Mitologia,/ˈfa.pit/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ⲉⲓⲟⲧⲉ (eiote) ""padres, ancestros"" (Cop) / سَلَف (salaf) ""antepasado"" (Ar) / पितृ (pitṛ) ""padre, ancestro"" (Skt)"
kepli,"espíritu tutelar, guardián de lugar o linaje",noun,Magia Y Mitologia,/ˈkep.li/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ⲁⲣⲉϩ (areh) ""proteger"" (Cop) / وَلِيّ (waliyy) ""protector"" (Ar) / पालक (pālaka) ""guardián"" (Skt)"
ōmahō,"egregoro, entidad mental colectiva",noun,Magia Y Mitologia,/ˈoː.ma.hoː/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ⲥⲱⲟⲩϩⲥ (sōouhs) ""asamblea"" (Cop) / عَقْل جَمْع (ʿaql jam') ""mente colectiva"" (Ar) / समूह (samūha) ""colectivo"" (Skt)"
nirsa,"daimon, intermediario entre humano y divino",noun,Magia Y Mitologia,/ˈnir.sa/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ⲥⲱⲛ (sōn) ""compañero"" (Cop) / قَرِين (qarīn) ""compañero espiritual"" (Ar) / दैव (daiva) ""ser divino, espíritu"" (Skt)"
adrōt,underline/subrayado,noun,Tecnologia,/adˈroːt/,Sánscrito Védico / Griego Koiné / Árabe esotérico,"अधोलिख adholikha ""escrito debajo, subrayado"" (Skt) / γραμμή grammē ""línea, trazo"" (Gr) / خط khaṭṭ ""línea, trazo, raya"" (Ar)"
akhal,undo/deshacer,noun,Tecnologia,/ˈak.hal/,Griego Koiné / Árabe esotérico,A- = prefijo reversivo griego; ḥall = 'solución' árabe.
amalzul,cloud/nube,noun,Tecnologia,/a.ˈmal.zul/,Árabe esotérico / Persa Avéstico,ʿAmal = 'nube'; zul = 'niebla' en persa medio.
awanswak,help/ayuda,noun,Tecnologia,/ˈa.wan.swak/,Árabe esotérico / Egipcio Demótico,'Awn = 'ayuda/asistencia' en árabe; swak = 'auxilio' en egipcio.
aksigh,deselect/deseleccionar,noun,Tecnologia,/ˈak.siɣ/,Sánscrito Védico / Griego Koiné / Árabe esotérico,"आच्छाय ācchāya ""sombra, anulación, cancelación"" (Skt) / ἀκύρωσις akyrosis ""anulación, cancelación"" (Gr) / إلغاء ilghā' ""cancelación, eliminación"" (Ar)"
bahsan,search/buscar,noun,Tecnologia,/ˈbah.san/,Árabe esotérico / Griego Koiné,Baḥth = 'investigación'; santēr = 'explorar' en griego.
bashal,alpha/primera fase,noun,Tecnologia,/ˈbas.hal/,Árabe esotérico / Griego Koiné,Bas = 'comienzo' (badʾ asimilación /d/→/s/); hal = 'aurora/inicio'.
branxāt,error/fallo,noun,Tecnologia,/branˈxaːt/,Sánscrito Védico / Griego Koiné / Árabe esotérico,"भ्रान्ति bhrānti ""error, confusión, engaño"" (Skt) / σφάλμα sphalma ""error, falta, desliz"" (Gr) / خطأ khaṭa' ""error, equivocación"" (Ar)"
buddhimayina,inteligencia artificial,noun,Tecnologia,/bu.dði.ˈma.ji.na/,Sánscrito Védico / Persa Avéstico / Griego Koiné,"बुद्धि buddhi ""mente, discernimiento"" + माया मय māyā-maya ""ilusorio"" + -ina (suf. persa) (Skt+Pers) / νοῦς noûs ""mente, inteligencia"" (Gr)"
damwak,merge/fusión,noun,Tecnologia,/ˈdam.wak/,Árabe esotérico / Persa Avéstico,Ḍamm = 'fusión/unir' en árabe; wak = 'juntos/unidos' en persa.
dasras,settings/configuración,noun,Tecnologia,/ˈdas.ras/,Persa Avéstico / Árabe esotérico,Dast = 'sistema/mano' persa; ras = 'ajuste/disposición' árabe.
daybak,commit/envío,noun,Tecnologia,/ˈdaj.bak/,Árabe esotérico / Persa Avéstico,Dayn = 'deuda/compromiso' en árabe; bāz = 'atrás/registro'.
duhul,login/acceso,noun,Tecnologia,/ˈdu.hul/,Árabe esotérico / Persa Avéstico,Dukhūl = 'entrada'; hul = 'acceso' persa.
fahaskan,review/revisión,noun,Tecnologia,/ˈfa.has.kan/,Árabe esotérico / Griego Koiné,Faḥṣ = 'inspección/revisión' en árabe; kanōn = 'regla/canon'.
fakras,highlight/resaltar,noun,Tecnologia,/ˈfak.ras/,Árabe esotérico / Persa Avéstico,Faq = 'resaltar'; ras = 'luz/brillar' persa.
faskhas,strikethrough/tachado,noun,Tecnologia,/ˈfas.xas/,Árabe esotérico / Griego Koiné,"Fas = 'atravesar' (faṣ, raíz árabe); khas = 'marca/línea'."
fasnos,virus/malware,noun,Tecnologia,/ˈfas.nos/,Árabe esotérico / Griego Koiné,composición técnica KFA (ver origen.lengua: Árabe (fasād → fas) / Griego (nosos → nos))
firmur,firewall,noun,Tecnologia,/ˈfir.mur/,Persa Avéstico / Griego Koiné,ātaxsh + muros/mer
gupmūs,privacy/privacidad,noun,Tecnologia,/ɡupˈmuːs/,Sánscrito Védico / Griego Koiné / Árabe esotérico,"गुप्तता guptatā ""privacidad, secreto"" (Skt) / μυστικότης mystikotēs ""secreto, privacidad"" (Gr) / خصوصية khuṣūṣiyya ""privacidad, especificidad"" (Ar)"
gharfal,filter/filtrar,noun,Tecnologia,/ˈɣar.fal/,Árabe esotérico / Griego Koiné,Gharbal = 'tamizar'; fal = 'separar/seleccionar'.
harfil,video,noun,Tecnologia,/ˈhar.fil/,Árabe esotérico / Griego Koiné,Ḥaraka = 'movimiento' en árabe; fil = 'amante/secuencia' (philos como compañero).
harkar,debug/depuración,noun,Tecnologia,/ˈhar.kar/,Árabe esotérico / Persa Avéstico,Ḥarr = 'quemar/purgar' alquímico árabe; kār = 'trabajo' persa.
harkhas,play/pausa,noun,Tecnologia,/ˈhar.xas/,Árabe esotérico / Griego Koiné,"Ḥaraka = 'movimiento'; khas = 'pausa/silencio' (de kaphē, quietud)."
harsum,edit/editar,noun,Tecnologia,/ˈhar.sum/,Árabe esotérico / Griego Koiné,Ḥarrara = 'editar/liberar'; sēmainō = 'marcar'.
hasam,cut/cortar,noun,Tecnologia,/ˈha.sam/,Árabe esotérico / Persa Avéstico,Ḥass = 'cortar' árabe; sam = 'separar' persa.
haszar,warning/advertencia,noun,Tecnologia,/ˈhas.zar/,Árabe esotérico / Persa Avéstico,Has = 'precaución' (ḥadhr asimilación /dhr/→/s/); zar = 'peligro' persa.
hashram,padding/relleno,noun,Tecnologia,/ˈhaʃ.ram/,Árabe esotérico / Griego Koiné,Ḥashw = 'relleno' árabe; ram = 'extender' griego.
hawfash,margin/margen,noun,Tecnologia,/ˈhaw.faʃ/,Árabe esotérico / Persa Avéstico,Ḥāwiya = 'espacio de contención' en árabe; fash = 'margen' en persa.
hawlas,about/acerca de,noun,Tecnologia,/ˈhaw.las/,Árabe esotérico / Griego Koiné,Ḥawl = 'acerca de' árabe; las = 'discurso' griego.
hawnik,antena/receptor,noun,Tecnologia,/ˈhaw.nik/,Árabe esotérico / Griego Koiné,Hawā = 'aire/antena' en árabe; nikē = 'victoria' (recepción como captura exitosa).
himlas,loading/carga,noun,Tecnologia,/ˈhim.las/,Árabe esotérico / Griego Koiné,Ḥiml = 'carga' árabe; las = 'cargar/portar' griego.
ishra,cursor/puntero,noun,Tecnologia,/ˈiʃ.ra/,Árabe esotérico / Persa Avéstico,Ishāra = 'señal/señalar'; rah = 'camino/dirección' persa.
ishshar,señal,noun,Tecnologia,/ˈiʃ.ʃar/,Árabe esotérico / Persa Avéstico,Ishāra = 'señal' en árabe técnico; shār = 'marca' en persa medio.
itrum,license/licencia,noun,Tecnologia,/ˈit.rum/,Árabe esotérico / Griego Koiné,Idhn = 'permiso/licencia' en árabe; rhētra = 'ley/permiso' en griego.
khalkōmit,algoritmo,noun,Tecnologia,/xalˈkoː.mit/,Árabe esotérico / Griego Koiné / Sánscrito Védico,"خوارزم khwārizm ""algoritmo, método algorítmico"" (Ar) / λογισμός logismos ""cálculo, razonamiento"" (Gr) / गणित gaṇita ""matemática, computación"" (Skt)"
jamkhi,compile/compilar,noun,Tecnologia,/ˈdʒam.xi/,Árabe esotérico / Griego Koiné,"Jamʿ = 'reunir/compilar' árabe; khi = 'estructura' (khitōn, túnica/ropaje)."
jarah,drag/arrastrar,noun,Tecnologia,/ˈdʒa.rah/,Árabe esotérico / Persa Avéstico,Jarr = 'arrastrar' árabe; rah = 'vía/extensión' persa.
jawbal,response/respuesta,noun,Tecnologia,/ˈdʒaw.bal/,Árabe esotérico / Griego Koiné,Jawāb = 'respuesta'; bal = 'devolver'.
kaszah,cookies,noun,Tecnologia,/ˈkas.zah/,Griego Koiné / Árabe esotérico,Kas = 'pequeño/placentero'; zah = 'bizcocho/dulce' (asimilación /b/→/h/).
kashal,redo/rehacer,noun,Tecnologia,/ˈkas.hal/,Griego Koiné / Árabe esotérico,Kata- = 'rehacer' griego; ḥall = 'solución/acción'.
katradjah,volume,noun,Tecnologia,/ˈka.tra.dʒah/,Árabe esotérico / Persa Avéstico,Qadr = 'medida/cantidad' en árabe; jah = 'posición/nivel' en persa.
kiberfada,ciberespacio,noun,Tecnologia,/ki.ˈber.fa.da/,Griego Koiné / Árabe esotérico,composición técnica KFA (ver origen.lengua: Griego (kybernan → ki-ber) / Árabe (fadā → fada))
kothzar,repository/repositorio,noun,Tecnologia,/koθˈzar/,Sánscrito Védico / Griego Koiné / Árabe esotérico,"कोश kośa ""repositorio, tesoro, contenedor"" (Skt) / ἀποθήκη apothēkē ""almacén, depósito"" (Gr) / مخزن makhzan ""almacén, depósito"" (Ar)"
kriprām,criptografía,noun,Tecnologia,/kripˈraːm/,Griego Koiné / Persa / Árabe esotérico,"κρυπτός kryptos ""oculto, secreto"" (Gr) / رمز ramz ""cifra, código"" (Pers) / تعمية ta'miya ""criptografía, encriptación"" (Ar)"
khadul,servidor (tecnología),noun,Tecnologia,/ˈxa.dul/,Árabe esotérico / Griego Koiné,composición técnica KFA (ver origen.lengua: Árabe (khādim → kha) / Griego (doulos → dul))
khalras,background/fondo,noun,Tecnologia,/ˈxal.ras/,Árabe esotérico / Persa Avéstico,Khalq = 'creación/fondo' esotérico; ras = 'atrás' persa.
khara,deprecated/obsoleto,noun,Tecnologia,/ˈxa.ra/,Árabe esotérico / Persa Avéstico,Khar = 'desecho/obsoleto' en árabe; ra = 'abandonar' en persa.
kharuk,font/tipografía,noun,Tecnologia,/ˈxa.ruk/,Árabe esotérico / Persa Avéstico,Khaṭṭ = 'caligrafía/escritura' en árabe; ruk = 'letra/tipo' en persa medio.
khasluk,código,noun,Tecnologia,/ˈxas.luk/,Árabe esotérico / Griego Koiné,Khass = 'lo específico/codificado' en árabe jurídico; logos = 'palabra/razón' (luk por ensordecimiento /g/→/k/).
khasmas,batería/acumulador,noun,Tecnologia,/ˈxas.mas/,Árabe esotérico / Griego Koiné,Khas = 'almacén' (apócope de khazn); mas = 'acumulación'.
khasmem,cache/memoria temporal,noun,Tecnologia,/ˈxas.mem/,Árabe esotérico / Griego Koiné,composición técnica KFA (ver origen.lengua: Árabe (khazn → khas) / Griego (mnēmē → mem))
khasram,zoom/ampliar,noun,Tecnologia,/ˈxas.ram/,Árabe esotérico / Griego Koiné,Khaṣṣ = 'aumentar/agrandar'; ram = 'extender/dilatar'.
khreyar,usuario,noun,Tecnologia,/ˈxre.jar/,Griego Koiné / Persa Avéstico,composición técnica KFA (ver origen.lengua: Griego (khrēstēs → khre) / Persa (yār → yar))
khuras,logout/salida,noun,Tecnologia,/ˈxu.ras/,Árabe esotérico / Persa Avéstico,Khurūj = 'salida'; ras = 'llegada/partida' persa.
